Program Name,Department,GPA,GRE Score,TOEFL Score,Admission Accepted
Data Science,Information Systems,3.75,308,97,Yes
Health Information Technology,Information Systems,3.16,333,105,No
Computer Science,Computer Science,3.8,332,103,Yes
Engineering Management,Engineering Management,3.59,337,119,Yes
Data Science,Information Systems,3.63,290,109,Yes
Health Information Technology,Information Systems,3.96,340,112,No
Human-Centered Computing,Information Systems,3.6,331,108,Yes
Human-Centered Computing,Information Systems,3.76,337,111,Yes
Electrical Engineering,Electrical Engineering,3.67,301,93,Yes
Computer Science,Computer Science,3.9,291,109,Yes
Health Information Technology,Information Systems,3.14,306,116,No
Health Information Technology,Information Systems,3.69,304,101,No
Health Information Technology,Information Systems,3.27,316,110,No
Electrical Engineering,Electrical Engineering,3.69,296,114,Yes
Engineering Management,Engineering Management,3.37,325,83,No
Cybersecurity,Information Systems,3.42,298,91,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.26,299,105,No
Human-Centered Computing,Information Systems,3.77,297,100,No
Human-Centered Computing,Information Systems,3.86,340,108,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.37,332,105,No
Data Science,Information Systems,3.29,336,108,Yes
Computer Science,Computer Science,3.9,331,104,Yes
Electrical Engineering,Electrical Engineering,3.65,296,91,Yes
Cybersecurity,Information Systems,3.85,333,90,Yes
Electrical Engineering,Electrical Engineering,3.81,305,112,No
Computer Engineering,Computer Science & Electrical Engineering,3.76,336,114,No
Computer Science,Computer Science,3.61,333,119,Yes
Cybersecurity,Information Systems,3.38,325,119,Yes
Health Information Technology,Information Systems,3.55,304,104,No
Cybersecurity,Information Systems,3.33,332,102,Yes
Environmental Engineering,Civil & Environmental Engineering,3.67,322,118,Yes
Human-Centered Computing,Information Systems,3.85,307,106,Yes
Engineering Management,Engineering Management,3.38,330,91,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.57,313,110,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.72,324,112,Yes
Computer Science,Computer Science,3.63,304,107,Yes
Health Information Technology,Information Systems,3.66,335,90,No
Computer Engineering,Computer Science & Electrical Engineering,3.38,340,116,Yes
Computer Science,Computer Science,3.72,318,104,Yes
Health Information Technology,Information Systems,3.09,312,114,Yes
Electrical Engineering,Electrical Engineering,3.48,337,100,No
Computer Science,Computer Science,3.85,311,117,No
Computer Science,Computer Science,3.76,313,115,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.62,292,101,Yes
Data Science,Information Systems,3.79,298,120,Yes
Environmental Engineering,Civil & Environmental Engineering,3.53,295,120,Yes
Environmental Engineering,Civil & Environmental Engineering,3.99,320,108,No
Electrical Engineering,Electrical Engineering,3.56,337,93,No
Environmental Engineering,Civil & Environmental Engineering,3.7,293,101,Yes
Environmental Engineering,Civil & Environmental Engineering,3.88,296,101,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.98,299,80,No
Cybersecurity,Information Systems,3.47,308,92,No
Health Information Technology,Information Systems,3.95,310,105,Yes
Engineering Management,Engineering Management,3.44,322,104,Yes
Health Information Technology,Information Systems,3.52,325,96,Yes
Computer Science,Computer Science,3.98,291,108,No
Data Science,Information Systems,3.52,311,90,Yes
Data Science,Information Systems,3.6,308,118,Yes
Data Science,Information Systems,3.49,307,103,Yes
Data Science,Information Systems,3.24,293,109,No
Electrical Engineering,Electrical Engineering,3.86,322,116,Yes
Electrical Engineering,Electrical Engineering,3.85,326,99,Yes
Health Information Technology,Information Systems,3.67,315,95,Yes
Electrical Engineering,Electrical Engineering,3.84,335,97,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.03,334,90,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.98,309,105,No
Data Science,Information Systems,3.55,309,96,Yes
Health Information Technology,Information Systems,3.79,331,108,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.67,311,103,No
Cybersecurity,Information Systems,3.46,338,91,Yes
Human-Centered Computing,Information Systems,3.79,338,117,No
Environmental Engineering,Civil & Environmental Engineering,3.8,332,102,Yes
Environmental Engineering,Civil & Environmental Engineering,3.57,308,100,No
Computer Engineering,Computer Science & Electrical Engineering,3.53,297,108,Yes
Electrical Engineering,Electrical Engineering,3.73,297,98,Yes
Engineering Management,Engineering Management,3.44,340,106,Yes
Engineering Management,Engineering Management,3.83,328,94,No
Health Information Technology,Information Systems,3.12,292,110,No
Human-Centered Computing,Information Systems,3.69,336,111,Yes
Human-Centered Computing,Information Systems,3.76,293,111,No
Human-Centered Computing,Information Systems,3.94,310,113,Yes
Cybersecurity,Information Systems,3.74,340,92,Yes
Environmental Engineering,Civil & Environmental Engineering,3.84,340,103,Yes
Human-Centered Computing,Information Systems,3.87,317,104,No
Environmental Engineering,Civil & Environmental Engineering,3.79,336,117,No
Electrical Engineering,Electrical Engineering,3.99,325,103,Yes
Environmental Engineering,Civil & Environmental Engineering,3.55,309,119,Yes
Cybersecurity,Information Systems,3.46,310,114,No
Data Science,Information Systems,3.73,303,106,No
Human-Centered Computing,Information Systems,3.78,318,112,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.51,307,113,Yes
Cybersecurity,Information Systems,3.34,306,93,Yes
Electrical Engineering,Electrical Engineering,3.92,303,97,Yes
Human-Centered Computing,Information Systems,3.74,303,108,Yes
Human-Centered Computing,Information Systems,3.97,313,119,Yes
Computer Science,Computer Science,3.5,326,113,Yes
Health Information Technology,Information Systems,3.85,339,94,Yes
Engineering Management,Engineering Management,3.49,340,86,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.56,308,100,Yes
Human-Centered Computing,Information Systems,3.9,340,111,Yes
Data Science,Information Systems,3.61,331,119,Yes
Engineering Management,Engineering Management,3.76,324,97,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.78,319,110,Yes
Cybersecurity,Information Systems,3.1,333,83,No
Electrical Engineering,Electrical Engineering,3.66,294,111,Yes
Environmental Engineering,Civil & Environmental Engineering,3.71,306,106,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.11,292,88,Yes
Engineering Management,Engineering Management,3.51,312,108,Yes
Computer Science,Computer Science,3.89,339,102,Yes
Human-Centered Computing,Information Systems,3.77,306,115,Yes
Computer Science,Computer Science,3.65,310,102,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.91,307,120,Yes
Human-Centered Computing,Information Systems,3.77,319,107,No
Cybersecurity,Information Systems,3.27,323,106,No
Human-Centered Computing,Information Systems,3.74,319,111,No
Cybersecurity,Information Systems,3.69,317,95,No
Electrical Engineering,Electrical Engineering,3.8,313,103,Yes
Engineering Management,Engineering Management,3.08,338,120,Yes
Computer Science,Computer Science,3.97,327,110,Yes
Electrical Engineering,Electrical Engineering,3.71,332,115,Yes
Health Information Technology,Information Systems,3.59,318,114,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.66,314,86,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.49,330,82,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.81,334,102,No
Human-Centered Computing,Information Systems,3.61,334,109,Yes
Computer Science,Computer Science,3.64,303,110,Yes
Data Science,Information Systems,3.42,307,94,No
Human-Centered Computing,Information Systems,3.67,292,109,Yes
Cybersecurity,Information Systems,3.99,298,82,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.74,328,118,No
Human-Centered Computing,Information Systems,3.66,311,107,Yes
Electrical Engineering,Electrical Engineering,3.67,314,109,Yes
Health Information Technology,Information Systems,3.13,315,105,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.86,320,118,Yes
Computer Science,Computer Science,3.98,308,113,No
Computer Engineering,Computer Science & Electrical Engineering,3.98,329,109,No
Cybersecurity,Information Systems,3.31,325,104,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.18,323,109,Yes
Cybersecurity,Information Systems,3.61,306,94,No
Data Science,Information Systems,3.62,325,91,Yes
Engineering Management,Engineering Management,3.5,327,94,Yes
Computer Science,Computer Science,3.6,290,111,Yes
Environmental Engineering,Civil & Environmental Engineering,3.7,319,120,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.84,327,90,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.88,302,112,Yes
Computer Science,Computer Science,3.95,296,105,No
Human-Centered Computing,Information Systems,3.76,339,111,Yes
Engineering Management,Engineering Management,3.57,292,100,No
Human-Centered Computing,Information Systems,3.6,325,119,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.62,335,105,No
Health Information Technology,Information Systems,3.15,295,117,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.53,291,104,Yes
Cybersecurity,Information Systems,3.39,332,103,Yes
Environmental Engineering,Civil & Environmental Engineering,3.84,310,119,Yes
Data Science,Information Systems,3.34,292,106,Yes
Human-Centered Computing,Information Systems,3.99,320,113,Yes
Engineering Management,Engineering Management,3.57,311,115,Yes
Cybersecurity,Information Systems,3.51,310,102,Yes
Electrical Engineering,Electrical Engineering,3.41,332,112,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.26,309,119,Yes
Cybersecurity,Information Systems,3.81,322,91,Yes
Human-Centered Computing,Information Systems,3.87,314,104,Yes
Electrical Engineering,Electrical Engineering,3.25,332,100,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.83,303,115,Yes
Electrical Engineering,Electrical Engineering,3.56,299,94,Yes
Human-Centered Computing,Information Systems,3.93,326,103,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.95,300,112,Yes
Engineering Management,Engineering Management,3.05,334,80,No
Human-Centered Computing,Information Systems,3.87,316,102,Yes
Health Information Technology,Information Systems,3.11,325,118,No
Electrical Engineering,Electrical Engineering,3.42,324,103,Yes
Environmental Engineering,Civil & Environmental Engineering,3.83,337,113,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.92,314,106,Yes
Human-Centered Computing,Information Systems,3.58,322,114,Yes
Cybersecurity,Information Systems,3.93,324,115,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.05,336,116,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.53,337,95,Yes
Health Information Technology,Information Systems,3.31,302,106,Yes
Human-Centered Computing,Information Systems,3.54,300,107,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.66,325,110,Yes
Cybersecurity,Information Systems,3.08,303,95,Yes
Health Information Technology,Information Systems,3.58,293,120,Yes
Environmental Engineering,Civil & Environmental Engineering,3.63,322,101,Yes
Electrical Engineering,Electrical Engineering,3.67,332,117,Yes
Data Science,Information Systems,3.95,337,109,Yes
Data Science,Information Systems,3.5,301,120,Yes
Electrical Engineering,Electrical Engineering,3.4,335,95,No
Cybersecurity,Information Systems,3.88,305,96,Yes
Data Science,Information Systems,3.9,318,106,Yes
Computer Science,Computer Science,3.91,337,115,Yes
Data Science,Information Systems,3.37,319,109,Yes
Electrical Engineering,Electrical Engineering,3.34,323,106,Yes
Human-Centered Computing,Information Systems,3.78,305,100,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.5,339,89,Yes
Engineering Management,Engineering Management,3.79,339,88,Yes
Data Science,Information Systems,3.99,294,98,No
Data Science,Information Systems,3.8,293,103,Yes
Electrical Engineering,Electrical Engineering,3.59,332,103,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.44,297,95,Yes
Health Information Technology,Information Systems,3.4,339,118,No
Health Information Technology,Information Systems,3.36,321,95,No
Engineering Management,Engineering Management,3.3,318,108,Yes
Human-Centered Computing,Information Systems,3.78,326,112,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.81,340,110,Yes
Electrical Engineering,Electrical Engineering,3.93,308,93,Yes
Electrical Engineering,Electrical Engineering,3.61,317,94,No
Health Information Technology,Information Systems,3.8,291,91,No
Human-Centered Computing,Information Systems,3.55,294,100,Yes
Computer Science,Computer Science,3.91,332,110,Yes
Engineering Management,Engineering Management,3.47,308,82,Yes
Human-Centered Computing,Information Systems,3.95,303,116,No
Health Information Technology,Information Systems,3.66,325,116,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.99,339,103,Yes
Health Information Technology,Information Systems,3.02,317,98,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.31,310,114,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.18,298,85,Yes
Human-Centered Computing,Information Systems,3.51,318,108,No
Health Information Technology,Information Systems,3.44,327,117,Yes
Cybersecurity,Information Systems,3.2,302,84,Yes
Health Information Technology,Information Systems,3.47,312,99,Yes
Cybersecurity,Information Systems,3.81,311,99,Yes
Engineering Management,Engineering Management,3.18,306,85,No
Computer Science,Computer Science,3.85,298,116,Yes
Engineering Management,Engineering Management,3.85,294,88,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.79,301,80,Yes
Engineering Management,Engineering Management,3.2,335,114,No
Computer Engineering,Computer Science & Electrical Engineering,3.74,314,101,No
Engineering Management,Engineering Management,3.25,296,95,No
Engineering Management,Engineering Management,3.83,339,112,No
Engineering Management,Engineering Management,3.95,323,90,Yes
Electrical Engineering,Electrical Engineering,3.47,327,94,Yes
Electrical Engineering,Electrical Engineering,3.3,322,92,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.53,297,107,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.93,331,104,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.8,309,103,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.51,304,93,Yes
Human-Centered Computing,Information Systems,3.98,334,113,Yes
Health Information Technology,Information Systems,3.06,308,101,No
Environmental Engineering,Civil & Environmental Engineering,3.87,313,100,Yes
Environmental Engineering,Civil & Environmental Engineering,3.57,312,115,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.96,294,112,No
Computer Engineering,Computer Science & Electrical Engineering,3.85,331,93,Yes
Human-Centered Computing,Information Systems,3.85,290,109,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.48,298,81,Yes
Human-Centered Computing,Information Systems,3.85,317,117,No
Health Information Technology,Information Systems,3.15,293,106,Yes
Engineering Management,Engineering Management,3.15,321,98,Yes
Environmental Engineering,Civil & Environmental Engineering,3.66,295,106,Yes
Health Information Technology,Information Systems,3.56,295,92,Yes
Human-Centered Computing,Information Systems,3.65,333,120,Yes
Cybersecurity,Information Systems,3.79,290,115,Yes
Electrical Engineering,Electrical Engineering,3.72,324,115,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.39,312,120,Yes
Environmental Engineering,Civil & Environmental Engineering,3.86,332,112,Yes
Cybersecurity,Information Systems,3.71,338,97,Yes
Environmental Engineering,Civil & Environmental Engineering,3.93,304,116,Yes
Engineering Management,Engineering Management,3.97,337,102,No
Cybersecurity,Information Systems,3.19,333,111,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.26,308,100,Yes
Engineering Management,Engineering Management,3.26,308,107,Yes
Cybersecurity,Information Systems,3.09,336,116,Yes
Electrical Engineering,Electrical Engineering,3.65,299,110,Yes
Engineering Management,Engineering Management,3.21,333,93,Yes
Health Information Technology,Information Systems,3.44,327,113,No
Human-Centered Computing,Information Systems,3.5,308,111,Yes
Environmental Engineering,Civil & Environmental Engineering,3.83,313,114,Yes
Health Information Technology,Information Systems,3.19,300,116,No
Computer Science,Computer Science,3.76,326,108,No
Engineering Management,Engineering Management,3.48,315,117,Yes
Cybersecurity,Information Systems,3.2,321,90,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.61,297,90,No
Computer Science,Computer Science,3.58,296,115,No
Computer Science,Computer Science,3.54,324,105,Yes
Data Science,Information Systems,3.43,317,93,Yes
Computer Science,Computer Science,3.61,312,107,No
Environmental Engineering,Civil & Environmental Engineering,3.74,320,107,No
Human-Centered Computing,Information Systems,3.8,305,100,No
Engineering Management,Engineering Management,3.17,290,96,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.37,310,83,Yes
Health Information Technology,Information Systems,3.96,319,93,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.41,318,84,Yes
Engineering Management,Engineering Management,3.44,293,96,Yes
Cybersecurity,Information Systems,3.66,293,83,Yes
Electrical Engineering,Electrical Engineering,3.99,309,119,Yes
Electrical Engineering,Electrical Engineering,3.49,319,107,Yes
Engineering Management,Engineering Management,3.45,339,87,Yes
Environmental Engineering,Civil & Environmental Engineering,3.67,331,104,Yes
Engineering Management,Engineering Management,3.56,318,90,Yes
Data Science,Information Systems,3.91,333,113,No
Health Information Technology,Information Systems,3.22,330,118,No
Computer Engineering,Computer Science & Electrical Engineering,3.92,331,81,Yes
Computer Science,Computer Science,3.85,306,108,No
Engineering Management,Engineering Management,3.11,320,113,Yes
Environmental Engineering,Civil & Environmental Engineering,3.64,317,109,Yes
Computer Science,Computer Science,3.84,290,103,Yes
Human-Centered Computing,Information Systems,3.72,298,101,No
Environmental Engineering,Civil & Environmental Engineering,3.65,313,113,Yes
Electrical Engineering,Electrical Engineering,3.87,297,119,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.36,332,117,Yes
Human-Centered Computing,Information Systems,3.62,309,120,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.04,319,80,No
Engineering Management,Engineering Management,3.97,319,110,Yes
Data Science,Information Systems,3.83,299,95,Yes
Health Information Technology,Information Systems,3.93,333,114,Yes
Health Information Technology,Information Systems,3.58,315,105,Yes
Data Science,Information Systems,3.26,336,96,Yes
Engineering Management,Engineering Management,3.92,303,110,No
Cybersecurity,Information Systems,3.78,323,95,No
Human-Centered Computing,Information Systems,3.64,297,108,Yes
Health Information Technology,Information Systems,3.96,302,107,No
Environmental Engineering,Civil & Environmental Engineering,3.63,300,100,Yes
Cybersecurity,Information Systems,3.38,337,109,Yes
Data Science,Information Systems,3.24,303,118,No
Engineering Management,Engineering Management,3.25,319,92,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.25,325,109,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.67,312,91,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.95,320,89,No
Computer Engineering,Computer Science & Electrical Engineering,3.66,333,110,Yes
Electrical Engineering,Electrical Engineering,3.63,328,95,Yes
Health Information Technology,Information Systems,3.03,311,91,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.72,338,92,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.27,324,119,Yes
Engineering Management,Engineering Management,3.53,337,115,Yes
Health Information Technology,Information Systems,3.73,308,108,No
Cybersecurity,Information Systems,3.06,308,103,No
Environmental Engineering,Civil & Environmental Engineering,3.65,291,111,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.9,338,120,No
Computer Science,Computer Science,3.87,295,119,Yes
Human-Centered Computing,Information Systems,3.73,325,115,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.5,312,111,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.26,328,117,Yes
Health Information Technology,Information Systems,3.21,338,100,No
Cybersecurity,Information Systems,3.34,324,81,Yes
Computer Science,Computer Science,3.78,325,113,Yes
Cybersecurity,Information Systems,3.23,296,87,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.71,299,84,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.86,303,117,Yes
Computer Science,Computer Science,3.54,293,109,Yes
Cybersecurity,Information Systems,3.48,306,88,No
Health Information Technology,Information Systems,3.12,328,103,Yes
Environmental Engineering,Civil & Environmental Engineering,3.5,322,101,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.55,296,112,No
Cybersecurity,Information Systems,3.04,323,114,Yes
Data Science,Information Systems,3.43,337,108,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.75,325,119,No
Engineering Management,Engineering Management,3.97,294,100,Yes
Human-Centered Computing,Information Systems,3.59,334,120,Yes
Computer Science,Computer Science,3.94,303,115,Yes
Health Information Technology,Information Systems,3.86,293,116,No
Electrical Engineering,Electrical Engineering,3.3,305,95,Yes
Environmental Engineering,Civil & Environmental Engineering,3.62,315,110,Yes
Engineering Management,Engineering Management,3.24,300,120,No
Computer Engineering,Computer Science & Electrical Engineering,3.39,314,117,Yes
Health Information Technology,Information Systems,3.99,325,113,Yes
Engineering Management,Engineering Management,3.87,296,90,Yes
Cybersecurity,Information Systems,3.47,333,101,Yes
Electrical Engineering,Electrical Engineering,3.45,296,119,No
Health Information Technology,Information Systems,3.83,305,116,No
Health Information Technology,Information Systems,3.81,295,93,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.71,327,114,Yes
Electrical Engineering,Electrical Engineering,3.41,336,120,No
Computer Science,Computer Science,3.65,306,111,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.19,330,86,Yes
Computer Science,Computer Science,3.56,309,117,Yes
Computer Science,Computer Science,3.95,307,100,Yes
Human-Centered Computing,Information Systems,3.79,308,109,Yes
Engineering Management,Engineering Management,3.76,317,107,Yes
Engineering Management,Engineering Management,3.18,319,113,No
Electrical Engineering,Electrical Engineering,3.28,299,99,Yes
Human-Centered Computing,Information Systems,3.73,313,112,No
Data Science,Information Systems,3.22,307,114,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.69,310,104,No
Engineering Management,Engineering Management,3.12,328,85,Yes
Computer Science,Computer Science,3.98,313,115,Yes
Human-Centered Computing,Information Systems,3.63,310,100,No
Data Science,Information Systems,3.42,308,107,Yes
Cybersecurity,Information Systems,3.93,294,87,Yes
Human-Centered Computing,Information Systems,3.9,326,107,No
Computer Science,Computer Science,3.7,319,120,Yes
Data Science,Information Systems,3.86,339,116,Yes
Human-Centered Computing,Information Systems,3.87,328,113,No
Human-Centered Computing,Information Systems,3.98,294,105,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.1,298,83,No
Data Science,Information Systems,3.72,309,109,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.45,325,99,No
Human-Centered Computing,Information Systems,3.77,335,117,No
Environmental Engineering,Civil & Environmental Engineering,3.69,298,107,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.45,340,119,Yes
Cybersecurity,Information Systems,3.74,294,90,No
Human-Centered Computing,Information Systems,3.59,328,100,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.95,326,93,No
Computer Engineering,Computer Science & Electrical Engineering,3.21,297,109,Yes
Computer Science,Computer Science,3.74,315,106,No
Health Information Technology,Information Systems,3.57,311,114,No
Electrical Engineering,Electrical Engineering,3.59,296,93,Yes
Environmental Engineering,Civil & Environmental Engineering,3.64,333,112,Yes
Environmental Engineering,Civil & Environmental Engineering,3.54,299,104,No
Data Science,Information Systems,3.73,328,102,Yes
Electrical Engineering,Electrical Engineering,3.64,298,91,Yes
Engineering Management,Engineering Management,3.35,339,120,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.15,309,90,Yes
Environmental Engineering,Civil & Environmental Engineering,3.65,335,118,Yes
Computer Science,Computer Science,3.95,293,105,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.38,319,116,Yes
Health Information Technology,Information Systems,3.85,335,94,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.3,316,99,Yes
Computer Science,Computer Science,3.8,327,118,No
Cybersecurity,Information Systems,3.45,334,89,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.64,316,106,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.47,304,93,No
Environmental Engineering,Civil & Environmental Engineering,3.62,316,102,No
Engineering Management,Engineering Management,3.73,318,90,No
Electrical Engineering,Electrical Engineering,3.95,308,95,Yes
Data Science,Information Systems,3.43,303,119,Yes
Engineering Management,Engineering Management,3.96,293,105,Yes
Computer Science,Computer Science,3.7,316,107,No
Human-Centered Computing,Information Systems,3.8,299,119,Yes
Data Science,Information Systems,3.37,303,112,No
Electrical Engineering,Electrical Engineering,3.97,300,106,Yes
Environmental Engineering,Civil & Environmental Engineering,3.76,335,101,Yes
Human-Centered Computing,Information Systems,3.86,331,113,No
Cybersecurity,Information Systems,3.93,295,108,Yes
Engineering Management,Engineering Management,3.5,310,107,Yes
Engineering Management,Engineering Management,3.82,297,104,Yes
Cybersecurity,Information Systems,3.46,332,107,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.58,308,108,Yes
Data Science,Information Systems,3.75,313,108,Yes
Electrical Engineering,Electrical Engineering,3.31,318,119,No
Computer Science,Computer Science,3.91,290,108,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.46,307,83,No
Computer Engineering,Computer Science & Electrical Engineering,3.85,296,100,Yes
Electrical Engineering,Electrical Engineering,3.92,325,100,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.23,336,91,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.08,293,94,Yes
Cybersecurity,Information Systems,3.48,304,101,No
Data Science,Information Systems,3.31,313,90,No
Health Information Technology,Information Systems,3.75,292,91,No
Engineering Management,Engineering Management,3.97,300,108,No
Computer Engineering,Computer Science & Electrical Engineering,3.63,327,109,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.61,334,81,Yes
Engineering Management,Engineering Management,3.24,312,100,No
Computer Science,Computer Science,3.92,292,115,Yes
Electrical Engineering,Electrical Engineering,3.42,316,109,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.57,306,91,No
Data Science,Information Systems,3.22,303,109,Yes
Data Science,Information Systems,3.33,331,109,No
Computer Science,Computer Science,3.98,290,114,No
Computer Science,Computer Science,3.75,332,119,Yes
Engineering Management,Engineering Management,3.8,332,97,Yes
Cybersecurity,Information Systems,3.86,292,83,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.19,317,83,Yes
Health Information Technology,Information Systems,3.83,293,93,No
Cybersecurity,Information Systems,3.5,310,95,No
Human-Centered Computing,Information Systems,3.81,309,103,No
Electrical Engineering,Electrical Engineering,3.37,318,103,Yes
Environmental Engineering,Civil & Environmental Engineering,3.65,313,108,No
Computer Science,Computer Science,3.7,338,116,Yes
Cybersecurity,Information Systems,3.02,307,112,Yes
Electrical Engineering,Electrical Engineering,3.39,310,99,Yes
Cybersecurity,Information Systems,3.77,326,107,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.14,324,117,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.82,334,107,Yes
Computer Science,Computer Science,3.99,340,116,Yes
Environmental Engineering,Civil & Environmental Engineering,3.99,320,119,Yes
Electrical Engineering,Electrical Engineering,3.38,293,94,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.4,324,81,No
Cybersecurity,Information Systems,3.84,300,120,Yes
Electrical Engineering,Electrical Engineering,3.86,293,114,Yes
Computer Science,Computer Science,3.57,298,103,No
Cybersecurity,Information Systems,3.34,305,104,No
Human-Centered Computing,Information Systems,3.96,334,115,Yes
Engineering Management,Engineering Management,3.39,334,113,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.3,296,80,Yes
Computer Science,Computer Science,3.88,336,112,Yes
Cybersecurity,Information Systems,3.8,291,90,Yes
Computer Science,Computer Science,3.94,317,111,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.75,295,90,Yes
Engineering Management,Engineering Management,3.69,305,102,No
Computer Engineering,Computer Science & Electrical Engineering,3.56,324,114,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.91,319,86,Yes
Cybersecurity,Information Systems,3.91,329,80,Yes
Data Science,Information Systems,3.91,308,105,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.94,314,104,No
