Student ID,Interests,Career Goals,Matched Courses
1205,Ethical Hacking,Human-Centered Computing,"Cybersecurity, Engineering Management"
1206,User Experience Design,Health Information Technology,"Human-Centered Computing, Computer Science"
1207,Machine Learning,Computer Engineering,"Computer Science, Health Information Technology"
1208,VLSI Design,Information Systems,"Computer Engineering, Software Engineering"
1209,Network Security,Information Systems,"Cybersecurity, Health Information Technology"
1210,Electronic Health Records,Environmental Engineering,"Health Information Technology, Engineering Management"
1211,Data Mining,Health Information Technology,"Data Science, Computer Science"
1212,Power Systems,Computer Science,"Electrical Engineering, Software Engineering"
1213,Control Systems,Computer Science,"Electrical Engineering, Health Information Technology"
1214,Embedded Systems,Cybersecurity,"Computer Engineering, Environmental Engineering"
1215,Sustainability,Health Information Technology,"Environmental Engineering, Human-Centered Computing"
1216,Process Optimization,Electrical Engineering,"Chemical & Biochemical Engineering, Engineering Management"
1217,Machine Learning,Computer Science,Computer Science
1218,Artificial Intelligence,Computer Science,Computer Science
1219,VLSI Design,Computer Science,"Computer Engineering, Cybersecurity"
1220,Control Systems,Cybersecurity,"Electrical Engineering, Environmental Engineering"
1221,Control Systems,Software Engineering,"Electrical Engineering, Data Science"
1222,Healthcare Systems,Software Engineering,"Health Information Technology, Engineering Management"
1223,Sustainability,Environmental Engineering,Environmental Engineering
1224,Healthcare Systems,Human-Centered Computing,"Health Information Technology, Computer Engineering"
1225,Healthcare Systems,Chemical & Biochemical Engineering,"Health Information Technology, Computer Science"
1226,Strategic Planning,Information Systems,"Engineering Management, Computer Science"
1227,Database Management,Data Science,"Information Systems, Engineering Management"
1228,Network Security,Information Systems,"Cybersecurity, Human-Centered Computing"
1229,Ethical Hacking,Computer Science,"Cybersecurity, Chemical & Biochemical Engineering"
1230,Human-Computer Interaction,Data Science,"Human-Centered Computing, Electrical Engineering"
1231,Leadership,Chemical & Biochemical Engineering,"Engineering Management, Computer Engineering"
1232,Artificial Intelligence,Computer Engineering,"Computer Science, Software Engineering"
1233,Biochemistry,Environmental Engineering,"Chemical & Biochemical Engineering, Human-Centered Computing"
1234,Cryptography,Data Science,"Cybersecurity, Computer Science"
1235,Cryptography,Software Engineering,"Cybersecurity, Software Engineering"
1236,Electronic Health Records,Human-Centered Computing,"Health Information Technology, Environmental Engineering"
1237,Software Development,Information Systems,"Software Engineering, Electrical Engineering"
1238,User Experience Design,Electrical Engineering,"Human-Centered Computing, Electrical Engineering"
1239,Statistics,Information Systems,"Data Science, Chemical & Biochemical Engineering"
1240,Power Systems,Electrical Engineering,Electrical Engineering
1241,VLSI Design,Electrical Engineering,"Computer Engineering, Data Science"
1242,Health Informatics,Environmental Engineering,"Health Information Technology, Electrical Engineering"
1243,Ethical Hacking,Health Information Technology,"Cybersecurity, Computer Engineering"
1244,Electronic Health Records,Software Engineering,"Health Information Technology, Computer Engineering"
1245,Project Management,Electrical Engineering,"Software Engineering, Health Information Technology"
1246,Pollution Control,Cybersecurity,"Environmental Engineering, Chemical & Biochemical Engineering"
1247,Information Security,Chemical & Biochemical Engineering,"Information Systems, Data Science"
1248,Leadership,Electrical Engineering,"Engineering Management, Environmental Engineering"
1249,Healthcare Systems,Environmental Engineering,"Health Information Technology, Chemical & Biochemical Engineering"
1250,Database Management,Computer Science,"Information Systems, Electrical Engineering"
1251,Software Development,Electrical Engineering,"Software Engineering, Chemical & Biochemical Engineering"
1252,Ethical Hacking,Data Science,"Cybersecurity, Environmental Engineering"
1253,Power Systems,Computer Science,"Electrical Engineering, Human-Centered Computing"
1254,Agile Methodologies,Environmental Engineering,"Software Engineering, Computer Science"
1255,Biochemistry,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
1256,Biochemistry,Engineering Management,"Chemical & Biochemical Engineering, Computer Science"
1257,Healthcare Systems,Information Systems,"Health Information Technology, Human-Centered Computing"
1258,Data Mining,Electrical Engineering,"Data Science, Computer Engineering"
1259,Artificial Intelligence,Chemical & Biochemical Engineering,"Computer Science, Electrical Engineering"
1260,Data Mining,Engineering Management,"Data Science, Electrical Engineering"
1261,Electronic Health Records,Chemical & Biochemical Engineering,"Health Information Technology, Electrical Engineering"
1262,Strategic Planning,Cybersecurity,"Engineering Management, Environmental Engineering"
1263,Computer Architecture,Environmental Engineering,"Computer Engineering, Chemical & Biochemical Engineering"
1264,Cryptography,Information Systems,"Cybersecurity, Data Science"
1265,Machine Learning,Engineering Management,"Computer Science, Engineering Management"
1266,Usability Testing,Cybersecurity,"Human-Centered Computing, Electrical Engineering"
1267,Power Systems,Electrical Engineering,Electrical Engineering
1268,Artificial Intelligence,Information Systems,"Computer Science, Chemical & Biochemical Engineering"
1269,Project Management,Computer Science,"Software Engineering, Electrical Engineering"
1270,Health Informatics,Health Information Technology,Health Information Technology
1271,Data Mining,Engineering Management,"Data Science, Computer Science"
1272,Machine Learning,Information Systems,"Computer Science, Health Information Technology"
1273,Information Security,Engineering Management,"Information Systems, Chemical & Biochemical Engineering"
1274,Strategic Planning,Computer Engineering,"Engineering Management, Chemical & Biochemical Engineering"
1275,Biochemistry,Environmental Engineering,"Chemical & Biochemical Engineering, Health Information Technology"
1276,Leadership,Information Systems,"Engineering Management, Computer Engineering"
1277,Power Systems,Engineering Management,"Electrical Engineering, Computer Science"
1278,Healthcare Systems,Environmental Engineering,"Health Information Technology, Human-Centered Computing"
1279,Artificial Intelligence,Chemical & Biochemical Engineering,"Computer Science, Environmental Engineering"
1280,Human-Computer Interaction,Electrical Engineering,"Human-Centered Computing, Computer Engineering"
1281,Ethical Hacking,Health Information Technology,"Cybersecurity, Engineering Management"
1282,Ethical Hacking,Computer Science,"Cybersecurity, Human-Centered Computing"
1283,Data Mining,Computer Science,"Data Science, Chemical & Biochemical Engineering"
1284,Project Management,Software Engineering,Software Engineering
1285,Software Development,Data Science,"Software Engineering, Engineering Management"
1286,Cryptography,Human-Centered Computing,"Cybersecurity, Data Science"
1287,Cryptography,Environmental Engineering,"Cybersecurity, Chemical & Biochemical Engineering"
1288,Ethical Hacking,Chemical & Biochemical Engineering,"Cybersecurity, Software Engineering"
1289,Database Management,Electrical Engineering,"Information Systems, Engineering Management"
1290,Cryptography,Human-Centered Computing,"Cybersecurity, Human-Centered Computing"
1291,Data Mining,Cybersecurity,"Data Science, Computer Engineering"
1292,Cryptography,Electrical Engineering,"Cybersecurity, Software Engineering"
1293,Process Optimization,Electrical Engineering,"Chemical & Biochemical Engineering, Computer Engineering"
1294,Ethical Hacking,Engineering Management,"Cybersecurity, Computer Science"
1295,User Experience Design,Software Engineering,"Human-Centered Computing, Health Information Technology"
1296,Computer Architecture,Engineering Management,"Computer Engineering, Chemical & Biochemical Engineering"
1297,Electronics,Information Systems,"Electrical Engineering, Health Information Technology"
1298,Chemistry,Health Information Technology,"Chemical & Biochemical Engineering, Computer Engineering"
1299,Statistics,Environmental Engineering,"Data Science, Human-Centered Computing"
1300,Embedded Systems,Data Science,"Computer Engineering, Data Science"
1301,Computer Architecture,Computer Science,"Computer Engineering, Health Information Technology"
1302,Strategic Planning,Computer Science,"Engineering Management, Cybersecurity"
1303,Project Management,Computer Engineering,"Software Engineering, Health Information Technology"
1304,Electronics,Data Science,"Electrical Engineering, Computer Engineering"
1305,Machine Learning,Computer Science,Computer Science
1306,Electronic Health Records,Computer Science,"Health Information Technology, Data Science"
1307,Ethical Hacking,Data Science,"Cybersecurity, Information Systems"
1308,Sustainability,Health Information Technology,"Environmental Engineering, Software Engineering"
1309,User Experience Design,Human-Centered Computing,Human-Centered Computing
1310,Process Optimization,Engineering Management,"Chemical & Biochemical Engineering, Information Systems"
1311,Artificial Intelligence,Chemical & Biochemical Engineering,"Computer Science, Electrical Engineering"
1312,Artificial Intelligence,Engineering Management,"Computer Science, Electrical Engineering"
1313,Healthcare Systems,Computer Science,"Health Information Technology, Chemical & Biochemical Engineering"
1314,Electronic Health Records,Software Engineering,"Health Information Technology, Human-Centered Computing"
1315,Pollution Control,Data Science,"Environmental Engineering, Information Systems"
1316,Embedded Systems,Computer Science,"Computer Engineering, Electrical Engineering"
1317,Software Development,Health Information Technology,"Software Engineering, Human-Centered Computing"
1318,Ethical Hacking,Environmental Engineering,"Cybersecurity, Computer Science"
1319,Machine Learning,Software Engineering,"Computer Science, Health Information Technology"
1320,Sustainability,Computer Engineering,"Environmental Engineering, Computer Science"
1321,Software Development,Health Information Technology,"Software Engineering, Engineering Management"
1322,Network Security,Computer Science,"Cybersecurity, Data Science"
1323,Leadership,Computer Engineering,"Engineering Management, Health Information Technology"
1324,Health Informatics,Cybersecurity,"Health Information Technology, Software Engineering"
1325,Strategic Planning,Human-Centered Computing,"Engineering Management, Electrical Engineering"
1326,Healthcare Systems,Health Information Technology,Health Information Technology
1327,VLSI Design,Environmental Engineering,"Computer Engineering, Human-Centered Computing"
1328,Healthcare Systems,Engineering Management,"Health Information Technology, Cybersecurity"
1329,Electronic Health Records,Environmental Engineering,"Health Information Technology, Electrical Engineering"
1330,Human-Computer Interaction,Environmental Engineering,"Human-Centered Computing, Computer Science"
1331,Agile Methodologies,Environmental Engineering,"Software Engineering, Computer Engineering"
1332,Information Security,Data Science,"Information Systems, Data Science"
1333,Power Systems,Cybersecurity,"Electrical Engineering, Engineering Management"
1334,Machine Learning,Human-Centered Computing,"Computer Science, Engineering Management"
1335,Agile Methodologies,Chemical & Biochemical Engineering,"Software Engineering, Computer Engineering"
1336,Biochemistry,Human-Centered Computing,"Chemical & Biochemical Engineering, Cybersecurity"
1337,Human-Computer Interaction,Engineering Management,"Human-Centered Computing, Health Information Technology"
1338,Control Systems,Chemical & Biochemical Engineering,"Electrical Engineering, Data Science"
1339,Embedded Systems,Engineering Management,"Computer Engineering, Information Systems"
1340,Cryptography,Computer Engineering,"Cybersecurity, Electrical Engineering"
1341,Pollution Control,Environmental Engineering,Environmental Engineering
1342,Information Security,Electrical Engineering,"Information Systems, Computer Engineering"
1343,Sustainability,Human-Centered Computing,"Environmental Engineering, Human-Centered Computing"
1344,Chemistry,Health Information Technology,"Chemical & Biochemical Engineering, Health Information Technology"
1345,Project Management,Engineering Management,"Software Engineering, Health Information Technology"
1346,Data Mining,Software Engineering,"Data Science, Human-Centered Computing"
1347,User Experience Design,Computer Science,"Human-Centered Computing, Computer Science"
1348,Sustainability,Cybersecurity,"Environmental Engineering, Health Information Technology"
1349,Software Development,Cybersecurity,"Software Engineering, Computer Science"
1350,Embedded Systems,Data Science,"Computer Engineering, Computer Science"
1351,Strategic Planning,Information Systems,"Engineering Management, Software Engineering"
1352,Project Management,Chemical & Biochemical Engineering,"Software Engineering, Environmental Engineering"
1353,Algorithms,Computer Engineering,"Computer Science, Health Information Technology"
1354,Algorithms,Cybersecurity,"Computer Science, Data Science"
1355,Network Security,Environmental Engineering,"Cybersecurity, Data Science"
1356,Usability Testing,Electrical Engineering,"Human-Centered Computing, Chemical & Biochemical Engineering"
1357,Statistics,Computer Engineering,"Data Science, Engineering Management"
1358,Network Security,Cybersecurity,Cybersecurity
1359,Pollution Control,Information Systems,"Environmental Engineering, Human-Centered Computing"
1360,Process Optimization,Cybersecurity,"Chemical & Biochemical Engineering, Data Science"
1361,Network Security,Chemical & Biochemical Engineering,"Cybersecurity, Chemical & Biochemical Engineering"
1362,Usability Testing,Data Science,"Human-Centered Computing, Electrical Engineering"
1363,Chemistry,Human-Centered Computing,"Chemical & Biochemical Engineering, Cybersecurity"
1364,Cryptography,Software Engineering,"Cybersecurity, Computer Engineering"
1365,Statistics,Health Information Technology,"Data Science, Cybersecurity"
1366,Process Optimization,Health Information Technology,"Chemical & Biochemical Engineering, Electrical Engineering"
1367,Machine Learning,Data Science,"Computer Science, Human-Centered Computing"
1368,Health Informatics,Electrical Engineering,"Health Information Technology, Chemical & Biochemical Engineering"
1369,Information Security,Data Science,"Information Systems, Human-Centered Computing"
1370,Project Management,Data Science,"Software Engineering, Chemical & Biochemical Engineering"
1371,Computer Architecture,Computer Science,"Computer Engineering, Environmental Engineering"
1372,Electronics,Chemical & Biochemical Engineering,"Electrical Engineering, Computer Science"
1373,Leadership,Information Systems,"Engineering Management, Health Information Technology"
1374,Leadership,Engineering Management,Engineering Management
1375,Usability Testing,Electrical Engineering,"Human-Centered Computing, Electrical Engineering"
1376,Human-Computer Interaction,Computer Engineering,"Human-Centered Computing, Computer Science"
1377,VLSI Design,Computer Engineering,Computer Engineering
1378,Usability Testing,Computer Engineering,"Human-Centered Computing, Computer Engineering"
1379,Strategic Planning,Environmental Engineering,"Engineering Management, Environmental Engineering"
1380,Cryptography,Software Engineering,"Cybersecurity, Engineering Management"
1381,Cryptography,Electrical Engineering,"Cybersecurity, Health Information Technology"
1382,Network Security,Engineering Management,"Cybersecurity, Information Systems"
1383,User Experience Design,Health Information Technology,"Human-Centered Computing, Engineering Management"
1384,Ethical Hacking,Computer Engineering,"Cybersecurity, Human-Centered Computing"
1385,Agile Methodologies,Computer Science,"Software Engineering, Computer Engineering"
1386,Software Development,Computer Science,"Software Engineering, Data Science"
1387,Sustainability,Engineering Management,"Environmental Engineering, Human-Centered Computing"
1388,User Experience Design,Cybersecurity,"Human-Centered Computing, Health Information Technology"
1389,Pollution Control,Health Information Technology,"Environmental Engineering, Computer Science"
1390,Health Informatics,Information Systems,"Health Information Technology, Electrical Engineering"
1391,Health Informatics,Information Systems,"Health Information Technology, Chemical & Biochemical Engineering"
1392,Artificial Intelligence,Data Science,"Computer Science, Information Systems"
1393,Control Systems,Data Science,"Electrical Engineering, Chemical & Biochemical Engineering"
1394,Biochemistry,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
1395,Information Security,Software Engineering,"Information Systems, Engineering Management"
1396,Chemistry,Human-Centered Computing,"Chemical & Biochemical Engineering, Information Systems"
1397,Strategic Planning,Information Systems,"Engineering Management, Computer Engineering"
1398,Algorithms,Information Systems,"Computer Science, Data Science"
1399,Database Management,Health Information Technology,"Information Systems, Chemical & Biochemical Engineering"
1400,Computer Architecture,Human-Centered Computing,"Computer Engineering, Engineering Management"
1401,Software Development,Chemical & Biochemical Engineering,"Software Engineering, Computer Engineering"
1402,Database Management,Computer Engineering,"Information Systems, Computer Science"
1403,Electronics,Chemical & Biochemical Engineering,"Electrical Engineering, Chemical & Biochemical Engineering"
1404,Computer Architecture,Information Systems,"Computer Engineering, Data Science"
1405,Human-Computer Interaction,Cybersecurity,"Human-Centered Computing, Cybersecurity"
1406,Algorithms,Engineering Management,"Computer Science, Computer Engineering"
1407,Ethical Hacking,Human-Centered Computing,"Cybersecurity, Computer Engineering"
1408,Project Management,Data Science,"Software Engineering, Human-Centered Computing"
1409,Computer Architecture,Computer Engineering,Computer Engineering
1410,Environmental Science,Computer Science,"Environmental Engineering, Information Systems"
1411,User Experience Design,Computer Engineering,"Human-Centered Computing, Information Systems"
1412,Usability Testing,Cybersecurity,"Human-Centered Computing, Health Information Technology"
1413,Power Systems,Data Science,"Electrical Engineering, Environmental Engineering"
1414,Power Systems,Computer Science,"Electrical Engineering, Health Information Technology"
1415,Electronics,Computer Science,"Electrical Engineering, Information Systems"
1416,User Experience Design,Chemical & Biochemical Engineering,"Human-Centered Computing, Engineering Management"
1417,Health Informatics,Health Information Technology,Health Information Technology
1418,Environmental Science,Computer Engineering,"Environmental Engineering, Human-Centered Computing"
1419,Health Informatics,Software Engineering,"Health Information Technology, Human-Centered Computing"
1420,Agile Methodologies,Engineering Management,"Software Engineering, Computer Engineering"
1421,Biochemistry,Computer Science,"Chemical & Biochemical Engineering, Health Information Technology"
1422,Sustainability,Software Engineering,"Environmental Engineering, Electrical Engineering"
1423,Pollution Control,Health Information Technology,"Environmental Engineering, Electrical Engineering"
1424,Embedded Systems,Health Information Technology,"Computer Engineering, Environmental Engineering"
1425,Electronic Health Records,Health Information Technology,Health Information Technology
1426,Sustainability,Cybersecurity,"Environmental Engineering, Human-Centered Computing"
1427,Project Management,Electrical Engineering,"Software Engineering, Data Science"
1428,Human-Computer Interaction,Cybersecurity,"Human-Centered Computing, Cybersecurity"
1429,Artificial Intelligence,Software Engineering,"Computer Science, Engineering Management"
1430,VLSI Design,Computer Science,"Computer Engineering, Environmental Engineering"
1431,Sustainability,Computer Science,"Environmental Engineering, Health Information Technology"
1432,Leadership,Software Engineering,"Engineering Management, Software Engineering"
1433,Cryptography,Environmental Engineering,"Cybersecurity, Engineering Management"
1434,Database Management,Electrical Engineering,"Information Systems, Health Information Technology"
1435,Ethical Hacking,Health Information Technology,"Cybersecurity, Health Information Technology"
1436,Information Security,Data Science,"Information Systems, Electrical Engineering"
1437,Machine Learning,Engineering Management,"Computer Science, Health Information Technology"
1438,Information Security,Computer Science,"Information Systems, Software Engineering"
1439,Pollution Control,Computer Engineering,"Environmental Engineering, Engineering Management"
1440,Machine Learning,Electrical Engineering,"Computer Science, Health Information Technology"
1441,Healthcare Systems,Electrical Engineering,"Health Information Technology, Computer Engineering"
1442,Strategic Planning,Software Engineering,"Engineering Management, Electrical Engineering"
1443,Healthcare Systems,Data Science,"Health Information Technology, Electrical Engineering"
1444,Computer Architecture,Computer Science,"Computer Engineering, Environmental Engineering"
1445,Environmental Science,Health Information Technology,"Environmental Engineering, Computer Science"
1446,Strategic Planning,Engineering Management,Engineering Management
1447,Healthcare Systems,Cybersecurity,"Health Information Technology, Chemical & Biochemical Engineering"
1448,Machine Learning,Human-Centered Computing,"Computer Science, Environmental Engineering"
1449,Environmental Science,Environmental Engineering,Environmental Engineering
1450,Electronics,Engineering Management,"Electrical Engineering, Engineering Management"
1451,Biochemistry,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
1452,Network Security,Computer Engineering,"Cybersecurity, Environmental Engineering"
1453,Health Informatics,Computer Engineering,"Health Information Technology, Software Engineering"
1454,Embedded Systems,Environmental Engineering,"Computer Engineering, Cybersecurity"
1455,Electronic Health Records,Chemical & Biochemical Engineering,"Health Information Technology, Computer Engineering"
1456,Algorithms,Chemical & Biochemical Engineering,"Computer Science, Data Science"
1457,Electronic Health Records,Computer Engineering,"Health Information Technology, Software Engineering"
1458,Cryptography,Information Systems,"Cybersecurity, Chemical & Biochemical Engineering"
1459,Database Management,Computer Engineering,"Information Systems, Health Information Technology"
1460,Usability Testing,Human-Centered Computing,Human-Centered Computing
1461,Electronic Health Records,Health Information Technology,Health Information Technology
1462,Computer Architecture,Data Science,"Computer Engineering, Environmental Engineering"
1463,Leadership,Data Science,"Engineering Management, Data Science"
1464,Pollution Control,Electrical Engineering,"Environmental Engineering, Information Systems"
1465,Algorithms,Computer Science,Computer Science
1466,Environmental Science,Engineering Management,"Environmental Engineering, Data Science"
1467,Pollution Control,Information Systems,"Environmental Engineering, Electrical Engineering"
1468,User Experience Design,Electrical Engineering,"Human-Centered Computing, Computer Science"
1469,Human-Computer Interaction,Information Systems,"Human-Centered Computing, Electrical Engineering"
1470,Healthcare Systems,Health Information Technology,Health Information Technology
1471,Chemistry,Environmental Engineering,"Chemical & Biochemical Engineering, Computer Engineering"
1472,Computer Architecture,Engineering Management,"Computer Engineering, Software Engineering"
1473,Machine Learning,Human-Centered Computing,"Computer Science, Cybersecurity"
1474,Electronics,Electrical Engineering,Electrical Engineering
1475,Ethical Hacking,Cybersecurity,Cybersecurity
1476,Ethical Hacking,Electrical Engineering,"Cybersecurity, Electrical Engineering"
1477,Process Optimization,Cybersecurity,"Chemical & Biochemical Engineering, Computer Science"
1478,VLSI Design,Data Science,"Computer Engineering, Engineering Management"
1479,Project Management,Chemical & Biochemical Engineering,"Software Engineering, Human-Centered Computing"
1480,Power Systems,Information Systems,"Electrical Engineering, Engineering Management"
1481,VLSI Design,Health Information Technology,"Computer Engineering, Chemical & Biochemical Engineering"
1482,Power Systems,Human-Centered Computing,"Electrical Engineering, Chemical & Biochemical Engineering"
1483,Project Management,Electrical Engineering,"Software Engineering, Electrical Engineering"
1484,Information Security,Information Systems,Information Systems
1485,Computer Architecture,Data Science,"Computer Engineering, Engineering Management"
1486,Chemistry,Computer Science,"Chemical & Biochemical Engineering, Computer Engineering"
1487,Database Management,Environmental Engineering,"Information Systems, Engineering Management"
1488,Chemistry,Health Information Technology,"Chemical & Biochemical Engineering, Computer Engineering"
1489,Project Management,Chemical & Biochemical Engineering,"Software Engineering, Health Information Technology"
1490,Database Management,Data Science,"Information Systems, Data Science"
1491,User Experience Design,Environmental Engineering,"Human-Centered Computing, Information Systems"
1492,Pollution Control,Computer Science,"Environmental Engineering, Computer Engineering"
1493,Information Security,Environmental Engineering,"Information Systems, Engineering Management"
1494,Project Management,Electrical Engineering,"Software Engineering, Information Systems"
1495,Control Systems,Computer Science,"Electrical Engineering, Software Engineering"
1496,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Computer Science"
1497,Control Systems,Electrical Engineering,Electrical Engineering
1498,Sustainability,Software Engineering,"Environmental Engineering, Cybersecurity"
1499,Project Management,Human-Centered Computing,"Software Engineering, Engineering Management"
1500,Sustainability,Information Systems,"Environmental Engineering, Health Information Technology"
1501,Statistics,Computer Science,"Data Science, Cybersecurity"
1502,Process Optimization,Electrical Engineering,"Chemical & Biochemical Engineering, Cybersecurity"
1503,Ethical Hacking,Software Engineering,"Cybersecurity, Chemical & Biochemical Engineering"
1504,Network Security,Chemical & Biochemical Engineering,"Cybersecurity, Data Science"
1505,Embedded Systems,Electrical Engineering,"Computer Engineering, Electrical Engineering"
1506,Cryptography,Human-Centered Computing,"Cybersecurity, Computer Engineering"
1507,Algorithms,Environmental Engineering,"Computer Science, Environmental Engineering"
1508,Artificial Intelligence,Data Science,"Computer Science, Information Systems"
1509,Artificial Intelligence,Cybersecurity,"Computer Science, Software Engineering"
1510,Artificial Intelligence,Information Systems,"Computer Science, Software Engineering"
1511,Leadership,Human-Centered Computing,"Engineering Management, Environmental Engineering"
1512,Process Optimization,Computer Science,"Chemical & Biochemical Engineering, Electrical Engineering"
1513,VLSI Design,Information Systems,"Computer Engineering, Software Engineering"
1514,Database Management,Software Engineering,"Information Systems, Environmental Engineering"
1515,Database Management,Environmental Engineering,"Information Systems, Software Engineering"
1516,User Experience Design,Information Systems,"Human-Centered Computing, Environmental Engineering"
1517,Project Management,Health Information Technology,"Software Engineering, Information Systems"
1518,Ethical Hacking,Computer Science,"Cybersecurity, Information Systems"
1519,Artificial Intelligence,Electrical Engineering,"Computer Science, Software Engineering"
1520,Electronic Health Records,Computer Engineering,"Health Information Technology, Electrical Engineering"
1521,Computer Architecture,Computer Science,"Computer Engineering, Software Engineering"
1522,Ethical Hacking,Computer Science,"Cybersecurity, Software Engineering"
1523,Control Systems,Health Information Technology,"Electrical Engineering, Cybersecurity"
1524,Computer Architecture,Computer Engineering,Computer Engineering
1525,Pollution Control,Health Information Technology,"Environmental Engineering, Chemical & Biochemical Engineering"
1526,Database Management,Environmental Engineering,"Information Systems, Human-Centered Computing"
1527,Computer Architecture,Data Science,"Computer Engineering, Health Information Technology"
1528,Ethical Hacking,Health Information Technology,"Cybersecurity, Electrical Engineering"
1529,Control Systems,Health Information Technology,"Electrical Engineering, Cybersecurity"
1530,Human-Computer Interaction,Information Systems,"Human-Centered Computing, Data Science"
1531,Control Systems,Engineering Management,"Electrical Engineering, Environmental Engineering"
1532,Ethical Hacking,Software Engineering,"Cybersecurity, Computer Engineering"
1533,VLSI Design,Data Science,"Computer Engineering, Environmental Engineering"
1534,Information Security,Computer Engineering,"Information Systems, Chemical & Biochemical Engineering"
1535,Embedded Systems,Chemical & Biochemical Engineering,"Computer Engineering, Software Engineering"
1536,Agile Methodologies,Health Information Technology,"Software Engineering, Computer Engineering"
1537,Database Management,Health Information Technology,"Information Systems, Data Science"
1538,User Experience Design,Human-Centered Computing,Human-Centered Computing
1539,User Experience Design,Information Systems,"Human-Centered Computing, Health Information Technology"
1540,Database Management,Human-Centered Computing,"Information Systems, Human-Centered Computing"
1541,Artificial Intelligence,Computer Science,Computer Science
1542,Ethical Hacking,Cybersecurity,Cybersecurity
1543,Power Systems,Information Systems,"Electrical Engineering, Cybersecurity"
1544,Ethical Hacking,Engineering Management,"Cybersecurity, Electrical Engineering"
1545,Cryptography,Electrical Engineering,"Cybersecurity, Data Science"
1546,Healthcare Systems,Health Information Technology,Health Information Technology
1547,Agile Methodologies,Cybersecurity,"Software Engineering, Health Information Technology"
1548,Algorithms,Information Systems,"Computer Science, Electrical Engineering"
1549,Information Security,Software Engineering,"Information Systems, Software Engineering"
1550,Sustainability,Chemical & Biochemical Engineering,"Environmental Engineering, Cybersecurity"
1551,Ethical Hacking,Engineering Management,"Cybersecurity, Chemical & Biochemical Engineering"
1552,Environmental Science,Computer Science,"Environmental Engineering, Health Information Technology"
1553,Embedded Systems,Data Science,"Computer Engineering, Software Engineering"
1554,Embedded Systems,Health Information Technology,"Computer Engineering, Computer Science"
1555,Database Management,Human-Centered Computing,"Information Systems, Cybersecurity"
1556,User Experience Design,Data Science,"Human-Centered Computing, Software Engineering"
1557,Strategic Planning,Computer Science,"Engineering Management, Electrical Engineering"
1558,Human-Computer Interaction,Electrical Engineering,"Human-Centered Computing, Software Engineering"
1559,Human-Computer Interaction,Health Information Technology,"Human-Centered Computing, Computer Science"
1560,Network Security,Information Systems,"Cybersecurity, Software Engineering"
1561,Software Development,Information Systems,"Software Engineering, Cybersecurity"
1562,Information Security,Software Engineering,"Information Systems, Data Science"
1563,Project Management,Computer Science,"Software Engineering, Information Systems"
1564,Machine Learning,Software Engineering,"Computer Science, Data Science"
1565,Network Security,Information Systems,"Cybersecurity, Information Systems"
1566,Usability Testing,Software Engineering,"Human-Centered Computing, Data Science"
1567,Machine Learning,Health Information Technology,"Computer Science, Environmental Engineering"
1568,Computer Architecture,Engineering Management,"Computer Engineering, Cybersecurity"
1569,Machine Learning,Electrical Engineering,"Computer Science, Environmental Engineering"
1570,Artificial Intelligence,Chemical & Biochemical Engineering,"Computer Science, Electrical Engineering"
1571,VLSI Design,Chemical & Biochemical Engineering,"Computer Engineering, Health Information Technology"
1572,Usability Testing,Data Science,"Human-Centered Computing, Chemical & Biochemical Engineering"
1573,Artificial Intelligence,Engineering Management,"Computer Science, Environmental Engineering"
1574,Biochemistry,Information Systems,"Chemical & Biochemical Engineering, Information Systems"
1575,Process Optimization,Environmental Engineering,"Chemical & Biochemical Engineering, Data Science"
1576,Electronics,Chemical & Biochemical Engineering,"Electrical Engineering, Computer Engineering"
1577,Process Optimization,Cybersecurity,"Chemical & Biochemical Engineering, Engineering Management"
1578,Ethical Hacking,Software Engineering,"Cybersecurity, Engineering Management"
1579,Software Development,Information Systems,"Software Engineering, Electrical Engineering"
1580,Cryptography,Human-Centered Computing,"Cybersecurity, Computer Engineering"
1581,Environmental Science,Computer Science,"Environmental Engineering, Human-Centered Computing"
1582,Power Systems,Software Engineering,"Electrical Engineering, Data Science"
1583,Machine Learning,Electrical Engineering,"Computer Science, Information Systems"
1584,Database Management,Chemical & Biochemical Engineering,"Information Systems, Computer Science"
1585,VLSI Design,Engineering Management,"Computer Engineering, Data Science"
1586,Power Systems,Human-Centered Computing,"Electrical Engineering, Data Science"
1587,Control Systems,Data Science,"Electrical Engineering, Computer Science"
1588,Agile Methodologies,Computer Science,"Software Engineering, Electrical Engineering"
1589,Health Informatics,Electrical Engineering,"Health Information Technology, Computer Science"
1590,User Experience Design,Chemical & Biochemical Engineering,"Human-Centered Computing, Data Science"
1591,Algorithms,Data Science,"Computer Science, Cybersecurity"
1592,Network Security,Software Engineering,"Cybersecurity, Software Engineering"
1593,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Human-Centered Computing"
1594,Ethical Hacking,Chemical & Biochemical Engineering,"Cybersecurity, Computer Science"
1595,Health Informatics,Health Information Technology,Health Information Technology
1596,Algorithms,Electrical Engineering,"Computer Science, Data Science"
1597,Data Mining,Electrical Engineering,"Data Science, Human-Centered Computing"
